nflId,season,teamId,displayName,firstName,middleName,lastName,suffix,status,positionGroup,position,esbId,gsisId,homeTown,collegeId,collegeName,height,weight,headshot_url,profile_url,birthDate,jerseyNumber
252,2017,2250,Chad Henne,Chad,Steven,Henne,,ACT,QB,QB,HEN507580,00-0026197,Wyomissing, PA,1839,Michigan,6-3,222,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN507580.png,http://www.nfl.com/player/chadhenne/252/profile,1985-07-02,7
252,2018,2310,Chad Henne,Chad,Steven,Henne,,ACT,QB,QB,HEN507580,00-0026197,Wyomissing, PA,1839,Michigan,6-3,222,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN507580.png,http://www.nfl.com/player/chadhenne/252/profile,1985-07-02,4
252,2019,2310,Chad Henne,Chad,Steven,Henne,,ACT,QB,QB,HEN507580,00-0026197,Wyomissing, PA,1839,Michigan,6-3,222,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN507580.png,http://www.nfl.com/player/chadhenne/252/profile,1985-07-02,4
254,2008,3800,Ali Highsmith,Ali,Louis,Highsmith,,RES,LB,OLB,HIG617342,00-0025932,Miami, FL,6373,LSU,6-1,223,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIG617342.png,http://www.nfl.com/player/alihighsmith/254/profile,1985-01-20,95
254,2009,3800,Ali Highsmith,Ali,Louis,Highsmith,,DEV,LB,ILB,HIG617342,00-0025932,Miami, FL,6373,LSU,6-1,230,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIG617342.png,http://www.nfl.com/player/alihighsmith/254/profile,1985-01-20,95
256,2008,2700,Lex Hilliard,Lex,Douglas,Hilliard,,DEV,RB,RB,HIL720361,00-0026344,Kalispell, MT,4489,Montana,5-11,230,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIL720361.png,http://www.nfl.com/player/lexhilliard/256/profile,1984-07-30,
256,2009,2700,Lex Hilliard,Lex,Douglas,Hilliard,,ACT,RB,RB,HIL720361,00-0026344,Kalispell, MT,4489,Montana,5-11,240,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIL720361.png,http://www.nfl.com/player/lexhilliard/256/profile,1984-07-30,26
256,2010,2700,Lex Hilliard,Lex,Douglas,Hilliard,,ACT,RB,RB,HIL720361,00-0026344,Kalispell, MT,4489,Montana,5-11,240,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIL720361.png,http://www.nfl.com/player/lexhilliard/256/profile,1984-07-30,26
256,2011,2700,Lex Hilliard,Lex,Douglas,Hilliard,,ACT,RB,FB,HIL720361,00-0026344,Kalispell, MT,4489,Montana,5-11,240,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIL720361.png,http://www.nfl.com/player/lexhilliard/256/profile,1984-07-30,26
256,2012,3430,Lex Hilliard,Lex,Douglas,Hilliard,,ACT,RB,FB,HIL720361,00-0026344,Kalispell, MT,4489,Montana,5-11,240,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIL720361.png,http://www.nfl.com/player/lexhilliard/256/profile,1984-07-30,36
256,2013,3430,Lex Hilliard,Lex,Douglas,Hilliard,,RES,RB,FB,HIL720361,00-0026344,Kalispell, MT,4489,Montana,5-11,235,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIL720361.png,http://www.nfl.com/player/lexhilliard/256/profile,1984-07-30,36
258,2008,3900,Tony Hills,Tony,Tremaine,Hills,,ACT,OL,T,HIL752673,00-0026270,Dallas, TX,6882,Texas,6-5,304,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIL752673.png,http://www.nfl.com/player/tonyhills/258/profile,1984-11-04,66
258,2009,3900,Tony Hills,Tony,Tremaine,Hills,,ACT,OL,T,HIL752673,00-0026270,Dallas, TX,6882,Texas,6-5,304,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIL752673.png,http://www.nfl.com/player/tonyhills/258/profile,1984-11-04,66
258,2010,3900,Tony Hills,Tony,Tremaine,Hills,,ACT,OL,T,HIL752673,00-0026270,Dallas, TX,6882,Texas,6-5,304,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIL752673.png,http://www.nfl.com/player/tonyhills/258/profile,1984-11-04,66
